ITEMCODE,ITEMNAME,IT_PARTNO,IT_PARTNAME,UOM
IC-1.SLD.LRRFG.004297,"LD ROLL NATURAL UNPRINTED/24""XOSC 150 MIC",,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004298,"LD ROLL NATURAL/25""XBST 200 MIC",,LD ROLL NATURAL,KGS
IC-1.SLD.LRRFG.004299,LD ROLL YELLOW PRINTED /25.5XOSC 150 MIC,,LD ROLL YELLOW PRINTED,KGS
IC-1.SLD.LRRFG.004300,LD ROLL NATURAL UNPRINTED/710 GUSSET 100 MIC,,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004301,"LD ROLL NATURAL UNPRINTED/20.5"" BSC 200 MIC",,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004302,LD ROLL NATURAL UNPRINTED/530 BSC 200 MIC,,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004303,LD ROLL NATURAL UNPRINTED/700 OSC 150 MIC,,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004304,LD ROLL NATURAL UNPRINTED/570 OSC 125 MIC,,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004305,"LD ROLL NATURAL UNPRINTED/23"" BSC 125 MIC",,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004306,"LD ROLL NATURAL UNPRINTED/30.5"" OSC 125 MIC",,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004307,"LD ROLL BLUE PRINTED/305"" BSC 125 MIC",,LD ROLL BLUE PRINTED,KGS
IC-1.SLD.LRRFG.004308,"LD ROLL NATURAL UNPRINTED/18"" OSC 250 MIC",,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004309,LD ROLL NATURAL UNPRINTED/25.5 BSC 200 MIC,,LD ROLL NATURAL UNPRINTED,KGS
IC-1.VBDS.VBDS.004727,GESCOVB85/VCI Bag/8.5 X 8.5 X 12 INCH SFG,GESCOVB85,VCI Bag,PCS
IC-1.VBDS.VBDS.004728,"MAWANVB57/VCI Bag/5 X 7, Yellow, 70 Mic. SFG",MAWANVB57,VCI Bag,PCS
IC-1.VBDS.VBDS.004729,"SOCOMVB10/VCI Bag/1000 X 1200, 100 Micron SFG",SOCOMVB10,VCI Bag,PCS
IC-1.VBDS.VBDS.004730,SOCOMVB80/VCI Bag/1000 X 800 SFG,SOCOMVB80,VCI Bag,PCS
IC-1.VBDS.VBDS.004731,SODECVB56/VCI Bag/560 x 320 x 400 MM SFG,SODECVB56,VCI Bag,PCS
IC-1.VBDS.VBDS.004732,SONIAVB28/VCI Bag/280 X 360 X 280 mm SFG,SONIAVB28,VCI Bag,PCS
IC-1.VBDS.VBDS.004733,SONIAVB55/VCI Bag/5.5 X 7 INCH SFG,SONIAVB55,VCI Bag,PCS
IC-1.VBDS.VBDS.004392,FOCUVB320/VCI BAG YELLOW PRINTED/320 X 450 75 MIC SFG,FOCUVB320,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004393,FOCUVB8/VCI BAG YELLOW PRINTED/8 X 10 75 MIC SFG,FOCUVB8,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004394,FOCUVB185/VCI BAG YELLOW PRINTED/185 X 225 75 MIC SFG,FOCUVB185,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004395,BOSCHVB410/VCI BAG YELLOW PRINTED/410 X (2X165) X 480 80 MIC SFG,BOSCHVB410,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004396,MAHINSWJLB/VCI BAG YELLOW PRINTED/19 X 21 75 MIC SFG,MAHINSWJLB,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004397,MAHINSWJLB/VCI BAG YELLOW PRINTED/4 X 8 75 MIC SFG,MAHINSWJLB,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004398,MAHINSWJLB/VCI BAG YELLOW PRINTED/6 X 8 75 MIC SFG,MAHINSWJLB,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004399,MAHINVB/VCI BAG YELLOW PRINTED/16 X 20 75 MIC SFG,MAHINVB,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004400,QHTALVB43/VCI BAG YELLOW PRINTED/43 X 38 X 35 100 MIC SFG,QHTALVB43,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004401,VECOMVB/VCI BAG NATURAL UNPRINTED/MDE - 8 180 MIC SFG,VECOMVB,VCI BAG NATURAL UNPRINTED,PCS
IC-1.VBDS.VBDS.004402,VECOMVB/VCI BAG NATURAL UNPRINTED/MDE - 5 180 MIC SFG,VECOMVB,VCI BAG NATURAL UNPRINTED,PCS
IC-1.VBDS.VBDS.004403,RAICAMVB1200/VCI BAG NATURAL PRINTED/1200 X 1100 X 530 120 mic SFG,RAICAMVB1200,VCI BAG NATURAL PRINTED,KGS
IC-1.VBDS.VBDS.004404,SETCOVB16/VCI BAG NATURAL PRINTED/16 X 18 80 MIC SFG,SETCOVB16,VCI BAG NATURAL PRINTED,PCS
IC-1.VBDS.VBDS.004405,SETCOVB24/VCI BAG NATURAL PRINTED/24 X 26 80 MIC SFG,SETCOVB24,VCI BAG NATURAL PRINTED,PCS
IC-1.VBDS.VBDS.004408,BOSCHVB410/VCI BAG GREEN PRINTED/410 X (2X160) X 480 80 MIC SFG,BOSCHVB410,VCI BAG GREEN PRINTED,PCS
IC-1.VBDS.VBDS.004409,BOSCHVB410/VCI BAG GREEN PRINTED/410 X (2X160) X 570 80 MIC SFG,BOSCHVB410,VCI BAG GREEN PRINTED,PCS
IC-1.VBDS.VBDS.004410,FOCUVB310/VCI BAG GREEN PRINTED/310 X (2X100) X 365 75 MIC SFG,FOCUVB310,VCI BAG GREEN PRINTED,PCS
IC-1.SLD.VBFGS.004773,BALAJIVB18/VCI BAG BLUE UNPRINTED/18 X 22 90 MIC,BALAJIVB18,VCI BAG BLUE UNPRINTED,PCS
IC-1.VBDS.VBDS.004774,VECOMVB42/VCI Bag/VCI Bag With Flap 46x34x42 Inche 150micr SFG,VECOMVB42,VCI Bag,PCS
IC-1.VBDS.VBDS.004775,VECOMVB43/VCI Bag/VCI LDPE Bag 43 x 43 x 31 Inch SFG,VECOMVB43,VCI Bag,PCS
IC-1.VBDS.VBDS.004776,VECOMVB473/VCI Bag/VCI Bag T3-47*32*16'' - 150 Micron SFG,VECOMVB473,VCI Bag,PCS
IC-1.VBDS.VBDS.004777,VECOMVB56/VCI Bag/GLOBAL LDPE BAG 773X568X378 SFG,VECOMVB56,VCI Bag,PCS
IC-1.VBDS.VBDS.004778,VECOMVB57/VCI Bag/GLOBAL LDPE BAG 773X568X573 SFG,VECOMVB57,VCI Bag,PCS
IC-1.VBDS.VBDS.004779,VECOMVB573/VCI Bag/GLOBAL LDPE BAG 773X568X573 SFG,VECOMVB573,VCI Bag,PCS
IC-1.VBDS.VBDS.004781,VECOMVB622/VCI Bag/VCI Bag/VCI Bag 100 Micron 6x22 SFG,VECOMVB622,VCI Bag,PCS
IC-1.VBDS.VBDS.004782,"VECOMVB624/VCI Bag/2DVCI-Bag-6*24""-150 Micron SFG",VECOMVB624,VCI Bag,PCS
IC-1.VBDS.VBDS.004783,VECOMVB67/VCI Bag/VCI Coated 6x7 inch SFG,VECOMVB67,VCI Bag,PCS
IC-1.VBDS.VBDS.004784,VECOMVB714/VCI Bag/H1 VCI Bag. 52*37*14'' - 150 Micron SFG,VECOMVB714,VCI Bag,PCS
IC-1.VBDS.VBDS.004785,VECOMVB721/VCI Bag/H2 VCI Bag. 52*37*21'' - 150 Micron SFG,VECOMVB721,VCI Bag,PCS
IC-1.VBDS.VBDS.004786,VECOMVB729/VCI Bag/H3 VCI Bag. 52*37*29'' - 150 Micron SFG,VECOMVB729,VCI Bag,PCS
IC-1.VBDS.VBDS.004787,VECOMVB75/VCI Bag/VCI BAG 7.5x7.5 INCH (100 MIC.) SFG,VECOMVB75,VCI Bag,PCS
IC-1.VBDS.VBDS.004788,VECOMVB77/VCI Bag/GLOBAL LDPE BAG 773X568X183 SFG,VECOMVB77,VCI Bag,PCS
IC-1.VBDS.VBDS.004789,VECOMVB773/VCI Bag/GLOBAL LDPE BAG 773X568X230 MM SFG,VECOMVB773,VCI Bag,PCS
IC-1.VBDS.VBDS.004791,"VECOMVB83/VCI Bag/VCI PLASTIC 2D BAGS (24""X24"")  -100micro SFG",VECOMVB83,VCI Bag,PCS
IC-1.SLD.LRRFG.004524,METSOLR/LD ROLL NATURAL PRINTED/700 BSC 150 MIC,METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004525,"HM POLY NATURAL UNPRINTED/30"" OSC 75 MIC",,HM POLY NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004526,BIO NATURAL UNPRINTED/830 MM 51 MIC,,BIO NATURAL UNPRINTED,KGS
IC-1.SLD.VFGS.004527,VECOMVR620/VCI ROLL NATURAL UNPRINTED/620 BSC 180 MIC,VECOMVR620,VCI ROLL NATURAL UNPRINTED,KGS
IC-1.VRUP.CRPO.004528,VECOMVR660/VCI ROLL (CBU) BLUE  UNPRINTED/660 OSC 200 MIC,VECOMVR660,VCI ROLL (CBU) BLUE  UNPRINTED,KGS
IC-1.VRUP.CRPO.004529,VECOMVR710/VCI ROLL (CBU) BLUE  UNPRINTED/710 OSC 200 MIC,VECOMVR710,VCI ROLL (CBU) BLUE  UNPRINTED,KGS
IC-1.VRUP.CRPO.004530,VECOMVR770/VCI ROLL BLUE UNPRINTED/770 OSC 150 MIC,VECOMVR770,VCI ROLL BLUE UNPRINTED,KGS
IC-1.RVR.VRP.004531,VECOMVR820/VCI  ROLL YELLOW PRINTED/820 BSC 150 MIC,VECOMVR820,VCI  ROLL YELLOW PRINTED,KGS
IC-1.RVR.VRO.004532,"VECOMVR22.5/VCI  ROLL BLUE  PRINTED/22.5"" OSC 150 MIC",VECOMVR22.5,VCI  ROLL BLUE  PRINTED,KGS
IC-1.RVR.VRP.004536,VECOMVR31.5/VCI  ROLL BLUE  PRINTED/31.5 BSC 150 MIC,VECOMVR31.5,VCI  ROLL BLUE  PRINTED,KGS
IC-1.RVR.VRO.004537,VECOMVR440/VCI  ROLL BLUE  PRINTED/440 OSC 200 MIC,VECOMVR440,VCI  ROLL BLUE  PRINTED,KGS
IC-1.SLD.VFGS.004538,"MAHINDRAVR/VCI ROLL YELLOW  PRINTED/18"" TUBE 75 MIC",MAHINDRAVR,VCI ROLL YELLOW  PRINTED,KGS
IC-1.SLD.VFGS.004539,"MAHINDRAVR/VCI ROLL YELLOW  UNPRINTED/22"" BSC 75 MIC",MAHINDRAVR,VCI ROLL YELLOW  UNPRINTED,KGS
IC-1.SLD.VFGS.004540,"MAHINDRAVR/VCI ROLL YELLOW  PRINTED/22"" BSC 75 MIC",MAHINDRAVR,VCI ROLL YELLOW  PRINTED,KGS
IC-1.SLD.VFGS.004541,"MAHINDRAVR/VCI ROLL YELLOW  PRINTED/22"" TUBE 75 MIC",MAHINDRAVR,VCI ROLL YELLOW  PRINTED,KGS
IC-1.SLD.VFGS.004542,"MAHINDRAVR/VCI ROLL YELLOW  PRINTED/40"" OSC 75 MIC",MAHINDRAVR,VCI ROLL YELLOW  PRINTED,KGS
IC-1.SLD.VFGS.004543,MAHINDRAVR/VCI ROLL YELLOW  PRINTED/550 OSC 120 MIC,MAHINDRAVR,VCI ROLL YELLOW  PRINTED,KGS
IC-1.VBDS.VBDS.004734,CONTIVB101/VCI Bag/10 X 16 SFG,CONTIVB101,VCI Bag,PCS
IC-1.VBDS.VBDS.004735,CONTIVB131/VCI Bag/13 X 14 INCH SFG,CONTIVB131,VCI Bag,PCS
IC-1.VBDS.VBDS.004736,CONTIVB150/VCI Bag/1500 X 800 SFG,CONTIVB150,VCI Bag,PCS
IC-1.VBDS.VBDS.004737,VECOMVB10/VCI Bag/7.5 x 7.5 INCH 100 MIC. SFG,VECOMVB10,VCI Bag,PCS
IC-1.VBDS.VBDS.004738,VECOMVB101/VCI Bag/10 x 12 Inch 150 Mic. SFG,VECOMVB101,VCI Bag,PCS
IC-1.VBDS.VBDS.004739,VECOMVB102/VCI Bag/10 X 24 INCH 100 micron SFG,VECOMVB102,VCI Bag,PCS
IC-1.VBDS.VBDS.004740,VECOMVB12/VCI Bag/VCI Plastic Bag  10 x 12 Inch 100 Mic. SFG,VECOMVB12,VCI Bag,PCS
IC-1.VBDS.VBDS.004741,VECOMVB120/VCI Bag/1200 X 800 X 900 MM 150 Micron SFG,VECOMVB120,VCI Bag,PCS
IC-1.SLD.VBFGS.004761,"BOSCHVB18/VCI bag without flap/18 X 12 X 18 Inches  Micron 150 (BVBPC001) (PO Size- 20 X 12 X 30 "")",BOSCHVB18,VCI bag without flap,PCS
IC-1.SLD.VBFGS.004763,MAHINVB260/VCI BAG YELLOW PRINTED/260 X 550 120 MIC,MAHINVB260,VCI BAG YELLOW PRINTED,KGS
IC-1.SLD.VBFGS.004764,MAHINDRAVB400/VCI BAG YELLOW PRINTED/400 X 700 120 MIC,MAHINDRAVB400,VCI BAG YELLOW PRINTED,KGS
IC-1.SLD.VBFGS.004765,VCI BAG BLUE UNPRINTED/16 X 18 80 MIC,,VCI BAG BLUE UNPRINTED,PCS
IC-1.SLD.VBFGS.004766,INTERVB14/VCI BAG SONALIKA PRINTED/14 X 16 100 MIC,INTERVB14,VCI BAG SONALIKA PRINTED,KGS
IC-1.SLD.VBFGS.004767,INTERVB16/VCI BAG SONALIKA PRINTED/16 X 20 100 MIC,INTERVB16,VCI BAG SONALIKA PRINTED,KGS
IC-1.SLD.VBFGS.004768,INTERVB8.5/VCI BAG SOLIS PRINTED/8.5 X 10 100 MIC,INTERVB8.5,VCI BAG SOLIS PRINTED,KGS
IC-1.SLD.VFGS.004769,"INTERVR4.5/VCI ROLL TUBE/4.5"" 100 MIC",INTERVR4.5,VCI ROLL TUBE,KGS
IC-1.SLD.VBFGS.004770,INTERVB12/VCI BAG S0LIS PRINTED/12 X 14 100 MIC,INTERVB12,VCI BAG S0LIS PRINTED,KGS
IC-1.SLD.VBFGS.004771,INTERVB6.5/VCI BAG SOLIS PRINTED/6.5 X 9 100 MIC,INTERVB6.5,VCI BAG SOLIS PRINTED,KGS
IC-1.SLD.VBFGS.004772,BALAJIVB12/VCI BAG BLUE UNPRINTED/12 X 13 90 MIC,BALAJIVB12,VCI BAG BLUE UNPRINTED,PCS
IC-1.VBDS.VBDS.004411,SUNBEVB150/VCI BAG ANTISTATIC PINK PRINTED/150 X 280 75 MIC SFG,SUNBEVB150,VCI BAG ANTISTATIC PINK PRINTED,PCS
IC-1.VBDS.VBDS.004412,SUNBEVB210/VCI BAG ANTISTATIC PINK PRINTED/210 X 310 75 MIC SFG,SUNBEVB210,VCI BAG ANTISTATIC PINK PRINTED,PCS
IC-1.VBDS.VBDS.004413,INTERVB4.5/VCI BAG (SONALIKA) BLUE PRINTED/4.5 X 5 60 MIC SFG,INTERVB4.5,VCI BAG (SONALIKA) BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004414,INTERVB5.5/VCI BAG (SONALIKA) BLUE PRINTED/5.5 X 6.5 60 MIC SFG,INTERVB5.5,VCI BAG (SONALIKA) BLUE PRINTED,PCS
IC-1.SLD.VBFGS.004415,"MALATVB16/VCI BAG YELLOW PRINTED/16 X 20 "" 75 MIC",MALATVB16,VCI BAG YELLOW PRINTED,PCS
IC-1.RSVFR.RSVFR.004416,VCI STRETCH FILM /125 MM* 100 MTR 25 MIC,,VCI STRETCH FILM,KGS
IC-1.RSVFR.RSVFR.004417,VCI STRETCH FILM/250 MM*100 MTR 25 MIC,,VCI STRETCH FILM,KGS
IC-1.RSVFR.RSVFR.004418,VCI STRETCH FILM /500 MM*200 MTR 25 MIC,,VCI STRETCH FILM,KGS
IC-1.SLD.VFGS.004587,VCI ROLL BLUE PRINTED/590 OSC  150 MIC,,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004588,"VCI ROLL BLUE PRINTED/20""XOSC 55 MIC",,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004589,"VCI ROLL BLUE PRINTED/20.5""XOSC 80 MIC",,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004590,VCI ROLL BLUE PRINTED/380XBSC 55 MIC,,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004591,"VCI ROLL BLUE PRINTED/36.5""XBSC 100 MIC",,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004592,"VCI ROLL BLUE PRINTED/23"" OSC 120 MIC",,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004593,VCI ROLL BLUE PRINTED/620 X OSC 80 MIC,,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004594,VCI ROLL BLUE PRINTED/460 TUBE  100 MIC,,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004595,VCI ROLL BLUE PRINTED/620 OSC 125 MIC,,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004596,"VCI ROLL BLUE PRINTED/40"" BSC 80 MIC",,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004597,"MAHINDRAVR/VCI ROLL BLUE PRINTED/40"" OSC 80 MIC",MAHINDRAVR,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004598,"JAIPAVB36/VCI Bag/9 X 36 , 120 Mic SFG",JAIPAVB36,VCI Bag,KGS
IC-1.VBDS.VBDS.004742,VECOMVB14/VCI Bag/VCI Plastic Bag  14 x 14 Inch SFG,VECOMVB14,VCI Bag,PCS
IC-1.VBDS.VBDS.004743,VECOMVB141/VCI Bag/14 X 16 INCH100 Micron SFG,VECOMVB141,VCI Bag,PCS
IC-1.VBDS.VBDS.004744,VECOMVB15/VCI Bag/10 x 12 Inch 150 Mic. SFG,VECOMVB15,VCI Bag,PCS
IC-1.VBDS.VBDS.004745,VECOMVB150/VCI Bag/1500 X 900 X 1300 MM SFG,VECOMVB150,VCI Bag,PCS
IC-1.VBDS.VBDS.004746,VECOMVB16/VCI Bag/6 X 16 INCH 100 micron SFG,VECOMVB16,VCI Bag,PCS
IC-1.VBDS.VBDS.004747,VECOMVB18/VCI GLOBAL LDPE BAG/773 X 568 X 183 SFG,VECOMVB18,VCI GLOBAL LDPE BAG,PCS
IC-1.VBDS.VBDS.004748,VECOMVB181/VCI Bag/18 x 18 inch SFG,VECOMVB181,VCI Bag,PCS
IC-1.VBDS.VBDS.004749,VECOMVB20/VCI Bag/8 X 20 INCH 100 micron SFG,VECOMVB20,VCI Bag,PCS
IC-1.VBDS.VBDS.004750,"VECOMVB24/VCI Bag/VCI PLASTIC 2D BAGS (10""X24"") -100micron SFG",VECOMVB24,VCI Bag,PCS
IC-1.VBDS.VBDS.004751,"VECOMVB242/VCI Bag/VCI PLASTIC 2D BAGS (24""X24"")  -100micro SFG",VECOMVB242,VCI Bag,PCS
IC-1.VBDS.VBDS.004752,VECOMVB29/VCI Bag/VCI Bag With Flap 150 Mic 36 x 29 x 26in SFG,VECOMVB29,VCI Bag,PCS
IC-1.VBDS.VBDS.004753,VECOMVB31/VCI Bag/VCI LDPE Bag 43 x 43 x 31 Inch SFG,VECOMVB31,VCI Bag,PCS
IC-1.VBDS.VBDS.004754,VECOMVB312/VCI Bag/31 X 27 X 32 INCH 150 GSM SFG,VECOMVB312,VCI Bag,PCS
IC-1.VBDS.VBDS.004755,VECOMVB324/VCI Bag/3 X 24 INCH 100 Micron SFG,VECOMVB324,VCI Bag,PCS
IC-1.VBDS.VBDS.004756,VECOMVB352/VCI Bag T1/35 X 29 X 24 INCH 150 Micron SFG,VECOMVB352,VCI Bag T1,PCS
IC-1.VBDS.VBDS.004757,VECOMVB36/VCI Bag/VCI Bag With Flap 150 Mic 36 x 29 x 26in SFG,VECOMVB36,VCI Bag,PCS
IC-1.VBDS.VBDS.004758,VECOMVB37/VCI Bag/Gusseted VCI Bag 100 micron ¿ 400*305*37 SFG,VECOMVB37,VCI Bag,PCS
IC-1.VBDS.VBDS.004759,VECOMVB378/VCI Bag/GLOBAL LDPE BAG 773X568X378 SFG,VECOMVB378,VCI Bag,PCS
IC-1.VBDS.VBDS.004760,VECOMVB393/VCI Bag/VCI Bag T2-39*32*19'' - 150 Micron SFG,VECOMVB393,VCI Bag,PCS
IC-1.RB.RB.003694,Corrugated Box JCB Printed 5 PLY/640 X 310 X 200 MM,,Corrugated Box JCB Printed 5 PLY,PCS
IC-1.SLD.VBFGS.003695,SIGMAVB780/VCI BAG WITH FLAP BLUE COLOUR/780 X 590 X 640 75 MIC,SIGMAVB780,VCI BAG WITH FLAP BLUE COLOUR,PCS
IC-1.SSDFG.VSDFG.003696,TNPAVP12/VCI PAPER SHEET FE GRADE NON LAMINATED/12*12,TNPAVP12,VCI PAPER SHEET FE GRADE NON LAMINATED,PCS
IC-1.SSDFG.VSDFG.003697,TNPAVP12/VCI PAPER SHEET FE GRADE NON LAMINATED/12*18,TNPAVP12,VCI PAPER SHEET FE GRADE NON LAMINATED,PCS
IC-1.WWP.WWP.003764,WOODEN PALLET/1160 X 960,,WOODEN PALLET,PCS
IC-1.LBDS.LBDS.003813,DENSOLB15/LD BAG NATURAL PRINTED/15 X 18.5 120 MIC SFG,DENSOLB15,LD BAG NATURAL PRINTED,KGS
IC-1.LBDS.LBDS.003814,DENSOLB4/LD BAG NATURAL PRINTED/4 X 16 120 MIC SFG,DENSOLB4,LD BAG NATURAL PRINTED,KGS
IC-1.LBDS.LBDS.003815,DENSOLB12/LD BAG NATURAL PRINTED/12 X 16 75 MIC SFG,DENSOLB12,LD BAG NATURAL PRINTED,KGS
IC-1.SLD.VFGS.004544,MAHINDRAVR/VCI ROLL YELLOW  PRINTED/570 BSC 120 MIC,MAHINDRAVR,VCI ROLL YELLOW  PRINTED,KGS
IC-1.RVR.VRP.004545,"MAHINDRAVR/VCI ROLL YELLOW  PRINTED/40"" BSC 75 MIC",MAHINDRAVR,VCI ROLL YELLOW  PRINTED,KGS
IC-1.RVR.VRP.004546,"MAHINDRAVR/VCI ROLL YELLOW  PRINTED/16"" BSC 75 MIC",MAHINDRAVR,VCI ROLL YELLOW  PRINTED,KGS
IC-1.SLD.VFGS.004547,"MAHINDRAVR/VCI ROLL YELLOW  UNPRINTED/16"" TUBE 75 MIC",MAHINDRAVR,VCI ROLL YELLOW  UNPRINTED,KGS
IC-1.SLD.VFGS.004548,MAHINDRAVR/VCI ROLL YELLOW  PRINTED/255 TUBE 75 MIC,MAHINDRAVR,VCI ROLL YELLOW  PRINTED,KGS
IC-1.SLD.VFGS.004549,MAHINDRAVR/VCI ROLL YELLOW PRINTED/920 BSC 120 MIC,MAHINDRAVR,VCI ROLL YELLOW PRINTED,KGS
IC-1.SLD.VFGS.004550,MAHINDRAVR/VCI ROLL YELLOW PRINTED/835 OSC 120 MIC,MAHINDRAVR,VCI ROLL YELLOW PRINTED,KGS
IC-1.SLD.VFGS.004551,MAHINDRAVR/VCI ROLL YELLOW PRINTED/720 OSC 120 MIC,MAHINDRAVR,VCI ROLL YELLOW PRINTED,KGS
IC-1.SLD.VFGS.004552,"MAHINDRAVR/VCI ROLL YELLOW PRINTED/10"" TUBE 120 MIC",MAHINDRAVR,VCI ROLL YELLOW PRINTED,KGS
IC-1.VRUP.VUP.004553,PADMINVR/VCI  ROLL YELLOW UNPRINTED/820 BSC 150 MIC,PADMINVR,VCI  ROLL YELLOW UNPRINTED,KGS
IC-1.VRUP.VUP.004554,PADMINVR/VCI  ROLL YELLOW UNPRINTED/900 BSC 150 MIC,PADMINVR,VCI  ROLL YELLOW UNPRINTED,KGS
IC-1.VRUP.VUP.004555,PADMINVR/VCI  ROLL YELLOW UNPRINTED/960 BSC 150 MIC,PADMINVR,VCI  ROLL YELLOW UNPRINTED,KGS
IC-1.LBDS.LBDS.003807,JCBLB15/LD BAG YELLOW PRINTED/15 X 21 100 MIC SFG,JCBLB15,LD BAG YELLOW PRINTED,KGS
IC-1.LBDS.LBDS.003808,JCBLB8/LD BAG YELLOW PRINTED/8 X 12 100 MIC SFG,JCBLB8,LD BAG YELLOW PRINTED,KGS
IC-1.LBDS.LBDS.003809,JCBLB40/LD BAG BLACK/40 X 64 50 MIC SFG,JCBLB40,LD BAG BLACK,KGS
IC-1.LBDS.LBDS.003810,DENSOLB4/LD BAG NATURAL PRINTED/4 X 6 120 MIC SFG,DENSOLB4,LD BAG NATURAL PRINTED,KGS
IC-1.LBDS.LBDS.003811,DENSOLB4/LD BAG NATURAL PRINTED/3.5 X 5 120 MIC SFG,DENSOLB4,LD BAG NATURAL PRINTED,KGS
IC-1.LBDS.LBDS.003812,DENSOLB8/LD BAG NATURAL PRINTED/8 X 12 120 MIC SFG,DENSOLB8,LD BAG NATURAL PRINTED,KGS
IC-1.LBDS.LBDS.003817,"MAHAJANLB7/LD BAG/7 X 14 , 55 Micron, WITH HOLE SFG",MAHAJANLB7,LD BAG,KGS
IC-1.LBDS.LBDS.003818,DEGANLB28/LD BAG/28 X 5 X 5 X 28 80 Mic SFG,DEGANLB28,LD BAG,KGS
IC-1.LBDS.LBDS.003819,HONDALB230/LD BAG NATURAL PRINTED/230 X 750 60 MIC SFG,HONDALB230,LD BAG NATURAL PRINTED,KGS
IC-1.LBDS.LBDS.003820,HONDALB170/LD BAG NATURAL PRINTED/170 X 680 60 MIC SFG,HONDALB170,LD BAG NATURAL PRINTED,KGS
IC-1.LBDS.LBDS.003821,HONDALB100/LD BAG NATURAL UNPRINTED/100 X 190 60 MIC SFG,HONDALB100,LD BAG NATURAL UNPRINTED,KGS
IC-1.LBDS.LBDS.003822,"TRANSLB12/LD BAG/125X175, 75 Mic SFG",TRANSLB12,LD BAG,KGS
IC-1.LBDS.LBDS.003823,"TRANSLB80/LD BAG/80X1250, 52 Mic SFG",TRANSLB80,LD BAG,KGS
IC-1.VBDS.VBDS.004792,"VECOMVB84/VCI Bag/VCI-3D Bag-31*27*32""-150GSM SFG",VECOMVB84,VCI Bag,PCS
IC-1.VBDS.VBDS.004793,"VECOMVB85/VCI Bag/2DVCI-Bag-6*24""-150 Micron SFG",VECOMVB85,VCI Bag,PCS
IC-1.VBDS.VBDS.004794,"VECOMVB86/VCI Bag/2DVCI-Bag-3*24""-100 Micron SFG",VECOMVB86,VCI Bag,PCS
IC-1.VBDS.VBDS.004795,"VECOMVB87/VCI Bag/2DVCI-Bag-14*16""-100 Micron SFG",VECOMVB87,VCI Bag,PCS
IC-1.VBDS.VBDS.004796,VECOMVB88/VCI Bag/3DVCI-Bag-1200*800*900 MM-150 Micron SFG,VECOMVB88,VCI Bag,PCS
IC-1.VBDS.VBDS.004797,VECOMVB89/VCI Bag/H1 VCI Bag. 52*37*14'' - 150 Micron SFG,VECOMVB89,VCI Bag,PCS
IC-1.VBDS.VBDS.004798,VECOMVB90/VCI Bag/H2 VCI Bag. 52*37*21'' - 150 Micron SFG,VECOMVB90,VCI Bag,PCS
IC-1.SLD.LDBFG.003774,VECOMLB6/LD EICHER BAG NATURAL Printing/6 X 8,VECOMLB6,LD EICHER BAG NATURAL Printing,PCS
IC-1.SLD.LDBFG.003775,VECOMLB7/LD EICHER BAG NATURAL Printing/7 X 26 100 MIC,VECOMLB7,LD EICHER BAG NATURAL Printing,PCS
IC-1.SLD.LDBFG.003776,QHTALBLD245/LD EICHER BAG/245 X 610,QHTALBLD245,LD EICHER BAG,PCS
